sku,vol,mean,std,cv,cum_vol,abc,xyz,segment
4210201132370,35.0,0.25,0.6361417,2.5445669,0.8772275,B,X,BX
7303719,35.0,0.25,0.62473017,2.4989207,0.8772441,B,X,BX
8809447250991,35.0,0.25,0.8146589,3.2586355,0.8772608,B,X,BX
4059729421852,35.0,0.25,0.67987514,2.7195005,0.8772775,B,X,BX
2682052,35.0,0.25,0.6692098,2.676839,0.8772942,B,X,BX
2014384,35.0,0.25,0.73087114,2.9234846,0.8773109,B,X,BX
68761434,35.0,0.25,0.6692098,2.676839,0.8773275,B,X,BX
gift-508,35.0,0.25,1.2240105,4.896042,0.8773442,B,Y,BY
3600541234673,35.0,0.25,1.0327375,4.13095,0.8773609,B,Y,BY
800897129965,35.0,0.25,0.5768308,2.3073232,0.87737757,B,X,BX
1089036,35.0,0.25,1.2121983,4.848793,0.87739426,B,Y,BY
1498807,35.0,0.25,0.6692098,2.676839,0.8774109,B,X,BX
20019223,35.0,0.25,0.7692377,3.0769508,0.8774276,B,X,BX
MO155ST,35.0,0.25,0.61310625,2.452425,0.87744427,B,X,BX
MO17405,35.0,0.25,0.5768308,2.3073232,0.87746096,B,X,BX
3600542140058,35.0,0.25,0.70071906,2.8028762,0.87747765,B,X,BX
68121088,35.0,0.25,0.84924847,3.3969939,0.8774943,B,Y,BY
6239038,35.0,0.25,0.75982773,3.039311,0.87751096,B,X,BX
7474460,35.0,0.25,0.5891709,2.3566835,0.87752765,B,X,BX
40032,35.0,0.25,0.77853394,3.1141357,0.87754434,B,X,BX
3616303450168,35.0,0.25,0.6583716,2.6334865,0.87756103,B,X,BX
8001841214252,35.0,0.25,0.7692377,3.0769508,0.87757766,B,X,BX
E0879902,35.0,0.25,0.70071906,2.8028762,0.87759435,B,X,BX
2015308,35.0,0.25,0.5768308,2.3073232,0.87761104,B,X,BX
15008808,35.0,0.25,0.49638984,1.9855593,0.87762773,B,X,BX
4059729255679,35.0,0.25,0.6692098,2.676839,0.8776444,B,X,BX
2014957,35.0,0.25,0.67987514,2.7195005,0.87766105,B,X,BX
8700216085762,35.0,0.25,0.9900585,3.960234,0.87767774,B,Y,BY
7400812,35.0,0.25,0.8321334,3.3285336,0.8776944,B,Y,BY
8700216232746,35.0,0.25,0.97541726,3.901669,0.8777111,B,Y,BY
8809566990440,35.0,0.25,0.53811556,2.1524622,0.8777278,B,X,BX
8809566991560,35.0,0.25,0.6473521,2.5894084,0.87774444,B,X,BX
6970962,35.0,0.25,0.71091187,2.8436475,0.8777611,B,X,BX
80039700,35.0,0.25,0.61310625,2.452425,0.8777778,B,X,BX
SHAKE_0568,35.0,0.25,0.72096056,2.8838422,0.8777945,B,X,BX
7257751000,35.0,0.25,0.67987514,2.7195005,0.8778112,B,X,BX
1223478,35.0,0.25,0.73087114,2.9234846,0.8778278,B,X,BX
3600531513429,35.0,0.25,0.67987514,2.7195005,0.8778445,B,X,BX
6352070,35.0,0.25,0.7877205,3.150882,0.8778612,B,X,BX
8436024750645,35.0,0.25,1.1575526,4.6302104,0.8778779,B,Y,BY
5907506516491,35.0,0.25,0.6583716,2.6334865,0.8778945,B,X,BX
SBM0070,35.0,0.25,0.89059836,3.5623934,0.8779112,B,Y,BY
30096011,35.0,0.25,0.5245759,2.0983036,0.8779279,B,X,BX
7089789,35.0,0.25,0.87429315,3.4971726,0.8779446,B,Y,BY
7253641,35.0,0.25,0.8321334,3.3285336,0.8779613,B,Y,BY
8006540101223,35.0,0.25,0.84924847,3.3969939,0.8779779,B,Y,BY
4059729195456,35.0,0.25,0.6692098,2.676839,0.8779946,B,X,BX
4059729394705,35.0,0.25,0.80577946,3.2231178,0.8780113,B,X,BX
MC5005,35.0,0.25,0.69037575,2.761503,0.878028,B,X,BX
7108639,35.0,0.25,0.5245759,2.0983036,0.87804466,B,X,BX
80102041,35.0,0.25,0.67987514,2.7195005,0.8780613,B,X,BX
4059729371690,35.0,0.25,0.67987514,2.7195005,0.878078,B,X,BX
8571023712,35.0,0.25,0.7692377,3.0769508,0.8780947,B,X,BX
FFDSSHPN10S,35.0,0.25,1.1131974,4.45279,0.87811136,B,Y,BY
1792349,35.0,0.25,0.8660254,3.4641016,0.87812805,B,Y,BY
7252733000,35.0,0.25,0.49638984,1.9855593,0.8781447,B,X,BX
3600523614509,35.0,0.25,0.5891709,2.3566835,0.8781614,B,X,BX
6620583,35.0,0.25,1.1324196,4.5296783,0.87817806,B,Y,BY
8006540053508,35.0,0.25,0.8824834,3.5299337,0.87819475,B,Y,BY
8435534404413,35.0,0.25,1.0116231,4.0464926,0.87821144,B,Y,BY
3760319340743,35.0,0.25,0.8321334,3.3285336,0.87822807,B,Y,BY
79625042078,35.0,0.25,0.6012577,2.4050307,0.87824476,B,X,BX
HB_SHAMP_OILY,35.0,0.25,0.71091187,2.8436475,0.87826145,B,X,BX
7121061,35.0,0.25,0.61310625,2.452425,0.87827814,B,X,BX
6354704,35.0,0.25,0.6012577,2.4050307,0.8782948,B,X,BX
A40158,35.0,0.25,0.53811556,2.1524622,0.87831146,B,X,BX
5000-R,35.0,0.25,0.69037575,2.761503,0.87832814,B,X,BX
6352310,35.0,0.25,0.5891709,2.3566835,0.87834483,B,X,BX
800897831479,35.0,0.25,0.6473521,2.5894084,0.8783615,B,X,BX
22796973061,35.0,0.25,0.62473017,2.4989207,0.8783782,B,X,BX
7468108,35.0,0.25,0.72096056,2.8838422,0.87839484,B,X,BX
4059729281128,35.0,0.25,2.95804,11.83216,0.87841153,B,Z,BZ
OVBM,35.0,0.25,0.5768308,2.3073232,0.8784282,B,X,BX
7134007,35.0,0.25,0.5513228,2.2052913,0.8784449,B,X,BX
8410436247818,35.0,0.25,0.80577946,3.2231178,0.8784616,B,X,BX
1792189,35.0,0.25,0.74064916,2.9625967,0.8784782,B,X,BX
BLMN-0027,35.0,0.25,1.0257477,4.1029906,0.8784949,B,Y,BY
6457812,35.0,0.25,0.70071906,2.8028762,0.8785116,B,X,BX
6063107,35.0,0.25,0.6473521,2.5894084,0.8785283,B,X,BX
7094326,35.0,0.25,0.71091187,2.8436475,0.8785449,B,X,BX
7525238,35.0,0.25,0.9066104,3.6264417,0.8785616,B,Y,BY
5201314148777,35.0,0.25,0.67987514,2.7195005,0.8785783,B,X,BX
7519074,35.0,0.25,0.77853394,3.1141357,0.878595,B,X,BX
2299990,35.0,0.25,0.6012577,2.4050307,0.8786117,B,X,BX
gift-478,35.0,0.25,1.4697183,5.8788733,0.8786283,B,Y,BY
REU012,35.0,0.25,0.564221,2.256884,0.878645,B,X,BX
REU026,35.0,0.25,0.62473017,2.4989207,0.8786617,B,X,BX
RC215SG,35.0,0.25,0.73087114,2.9234846,0.8786784,B,X,BX
80093314,35.0,0.25,0.6473521,2.5894084,0.8786951,B,X,BX
1034838,35.0,0.25,0.8824834,3.5299337,0.8787117,B,Y,BY
E0896902,35.0,0.25,0.857678,3.430712,0.8787284,B,Y,BY
7314229,35.0,0.25,0.6692098,2.676839,0.8787451,B,X,BX
4059729401625,35.0,0.25,0.6473521,2.5894084,0.87876177,B,X,BX
5069-R,35.0,0.25,0.51067734,2.0427094,0.87877846,B,X,BX
101041613,35.0,0.25,0.53811556,2.1524622,0.8787951,B,X,BX
4059729330352,35.0,0.25,0.6692098,2.676839,0.8788118,B,X,BX
3600542486668,35.0,0.25,0.67987514,2.7195005,0.87882847,B,X,BX
800897207496,35.0,0.25,0.6583716,2.6334865,0.87884516,B,X,BX
800897207502,35.0,0.25,0.51067734,2.0427094,0.87886184,B,X,BX
BSRMRTL,35.0,0.25,0.6012577,2.4050307,0.8788785,B,X,BX
3468080603042,35.0,0.25,1.1821514,4.7286057,0.87889516,B,Y,BY
79625437362,35.0,0.25,0.5513228,2.2052913,0.87891185,B,X,BX
4059729313331,34.0,0.24285714,0.65559494,2.6995087,0.87892807,B,X,BX
PLF10,34.0,0.24285714,0.7083412,2.916699,0.8789443,B,X,BX
5605667000025,34.0,0.24285714,0.59821594,2.463242,0.87896043,B,X,BX
5605667001336,34.0,0.24285714,0.6218032,2.5603662,0.87897664,B,X,BX
HB_SHAMP_CURLY,34.0,0.24285714,0.59821594,2.463242,0.87899286,B,X,BX
BHL026,34.0,0.24285714,0.6771866,2.7884154,0.87900907,B,X,BX
7279885,34.0,0.24285714,0.5480039,2.2564867,0.8790253,B,X,BX
1118644,34.0,0.24285714,0.5609785,2.3099113,0.87904143,B,X,BX
30166974,34.0,0.24285714,0.6101236,2.5122736,0.87905765,B,X,BX
3600522865421,34.0,0.24285714,0.89660776,3.6919143,0.87907386,B,Y,BY
7248005,34.0,0.24285714,0.5480039,2.2564867,0.8790901,B,X,BX
20010104,34.0,0.24285714,0.8299383,3.417393,0.8791063,B,Y,BY
7521872,34.0,0.24285714,0.8555483,3.522846,0.87912244,B,Y,BY
1430906,34.0,0.24285714,0.57365954,2.3621275,0.87913865,B,X,BX
1438DE,34.0,0.24285714,0.6101236,2.5122736,0.87915486,B,X,BX
7093450,34.0,0.24285714,0.7083412,2.916699,0.8791711,B,X,BX
1150231,34.0,0.24285714,0.738182,3.039573,0.8791873,B,X,BX
8809704190022,34.0,0.24285714,0.57365954,2.3621275,0.87920344,B,X,BX
6087825,34.0,0.24285714,0.7945084,3.271505,0.87921965,B,X,BX
E3869900,34.0,0.24285714,0.5609785,2.3099113,0.87923586,B,X,BX
E3900100,34.0,0.24285714,0.71842587,2.958224,0.8792521,B,X,BX
EA390090,34.0,0.24285714,0.5609785,2.3099113,0.8792683,B,X,BX
E705000,34.0,0.24285714,0.57365954,2.3621275,0.87928444,B,X,BX
81643755,34.0,0.24285714,0.57365954,2.3621275,0.87930065,B,X,BX
5201314131090,34.0,0.24285714,0.7668625,3.157669,0.87931687,B,X,BX
E3996500,34.0,0.24285714,0.6218032,2.5603662,0.8793331,B,X,BX
142100,34.0,0.24285714,0.7083412,2.916699,0.8793493,B,X,BX
3600523493654,34.0,0.24285714,0.8555483,3.522846,0.87936544,B,Y,BY
4059729308665,34.0,0.24285714,0.7761872,3.196065,0.87938166,B,X,BX
7278887,34.0,0.24285714,0.57365954,2.3621275,0.87939787,B,X,BX
3600542137331,34.0,0.24285714,0.86391634,3.5573025,0.8794141,B,Y,BY
3468080008779,34.0,0.24285714,0.90459603,3.7248073,0.8794303,B,Y,BY
6838367,34.0,0.24285714,0.59821594,2.463242,0.87944645,B,X,BX
6693994,34.0,0.24285714,0.6771866,2.7884154,0.87946266,B,X,BX
20792,34.0,0.24285714,0.7854012,3.234005,0.8794789,B,X,BX
6622217,34.0,0.24285714,0.6877283,2.8318224,0.8794951,B,X,BX
13647,34.0,0.24285714,0.6101236,2.5122736,0.8795113,B,X,BX
EB030,34.0,0.24285714,0.5070926,2.0880284,0.87952745,B,X,BX
4059729405876,34.0,0.24285714,0.6445279,2.6539385,0.87954366,B,X,BX
4059729032225,34.0,0.24285714,0.7761872,3.196065,0.8795599,B,X,BX
3574661650029,34.0,0.24285714,0.8470977,3.4880493,0.8795761,B,Y,BY
4064666843926,34.0,0.24285714,0.71842587,2.958224,0.8795923,B,X,BX
812267011893,34.0,0.24285714,0.7283709,2.9991744,0.87960845,B,X,BX
812267012388,34.0,0.24285714,0.6877283,2.8318224,0.87962466,B,X,BX
812267015556,34.0,0.24285714,0.65559494,2.6995087,0.8796409,B,X,BX
4059729355621,34.0,0.24285714,0.6877283,2.8318224,0.8796571,B,X,BX
4657,34.0,0.24285714,0.74786437,3.0794415,0.8796733,B,X,BX
2147120,34.0,0.24285714,0.7854012,3.234005,0.87968946,B,X,BX
1675031,34.0,0.24285714,0.6664782,2.744322,0.87970567,B,X,BX
7123836,34.0,0.24285714,0.5480039,2.2564867,0.8797219,B,X,BX
5060503767003,34.0,0.24285714,0.90459603,3.7248073,0.8797381,B,Y,BY
4059729409140,34.0,0.24285714,0.59821594,2.463242,0.8797543,B,X,BX
30095519,34.0,0.24285714,0.6332675,2.607572,0.87977046,B,X,BX
20014398,34.0,0.24285714,0.88041383,3.6252334,0.8797867,B,Y,BY
3600523898145,34.0,0.24285714,0.57365954,2.3621275,0.8798029,B,X,BX
6626861,34.0,0.24285714,0.6445279,2.6539385,0.8798191,B,X,BX
30095465,34.0,0.24285714,0.53471476,2.2017667,0.8798353,B,X,BX
30096592,34.0,0.24285714,0.6101236,2.5122736,0.87985146,B,X,BX
4059729191762,34.0,0.24285714,0.6445279,2.6539385,0.8798677,B,X,BX
6924241,34.0,0.24285714,0.88854766,3.6587257,0.8798839,B,Y,BY
4059729354310,34.0,0.24285714,0.6445279,2.6539385,0.8799001,B,X,BX
7112151,34.0,0.24285714,0.5480039,2.2564867,0.8799163,B,X,BX
7126276,34.0,0.24285714,0.49270108,2.0287693,0.87993246,B,X,BX
7983965,34.0,0.24285714,0.74786437,3.0794415,0.8799487,B,X,BX
E0380722,34.0,0.24285714,1.5952783,6.568793,0.8799649,B,Y,BY
6263905,34.0,0.24285714,0.6332675,2.607572,0.8799811,B,X,BX
7259333,34.0,0.24285714,0.6101236,2.5122736,0.8799973,B,X,BX
8809514550009,34.0,0.24285714,0.5609785,2.3099113,0.88001347,B,X,BX
6050070,34.0,0.24285714,0.6332675,2.607572,0.8800297,B,X,BX
824644000246,34.0,0.24285714,0.7083412,2.916699,0.8800459,B,X,BX
03574669907934,34.0,0.24285714,0.7283709,2.9991744,0.8800621,B,X,BX
4059729208729,34.0,0.24285714,0.7668625,3.157669,0.8800783,B,X,BX
MLB103,34.0,0.24285714,0.8385619,3.4529018,0.88009447,B,Y,BY
8006540445822,34.0,0.24285714,0.7668625,3.157669,0.8801107,B,X,BX
gift-497,34.0,0.24285714,1.4387816,5.924395,0.8801269,B,Y,BY
P1796300,34.0,0.24285714,0.6101236,2.5122736,0.8801431,B,X,BX
3605972653406,34.0,0.24285714,0.7083412,2.916699,0.8801593,B,X,BX
5256506,34.0,0.24285714,0.59821594,2.463242,0.8801755,B,X,BX
E0896402,34.0,0.24285714,0.6771866,2.7884154,0.8801917,B,X,BX
7270397,34.0,0.24285714,0.53471476,2.2017667,0.8802079,B,X,BX
6805085,34.0,0.24285714,0.7283709,2.9991744,0.8802241,B,X,BX
4250587754278,34.0,0.24285714,0.53471476,2.2017667,0.8802403,B,X,BX
6956300,34.0,0.24285714,0.57365954,2.3621275,0.8802565,B,X,BX
69567488,34.0,0.24285714,0.8470977,3.4880493,0.8802727,B,Y,BY
7761494,34.0,0.24285714,0.5480039,2.2564867,0.8802889,B,X,BX
3474637107284,34.0,0.24285714,0.65559494,2.6995087,0.8803051,B,X,BX
7411694,34.0,0.24285714,0.6445279,2.6539385,0.8803213,B,X,BX
4056800973347,34.0,0.24285714,0.6771866,2.7884154,0.8803375,B,X,BX
830-7KYL03,34.0,0.24285714,0.5480039,2.2564867,0.8803537,B,X,BX
830-ZEK211,34.0,0.24285714,0.6218032,2.5603662,0.8803699,B,X,BX
7242909,34.0,0.24285714,0.6664782,2.744322,0.8803861,B,X,BX
2914488,34.0,0.24285714,0.6981108,2.874574,0.8804023,B,X,BX
7133942,34.0,0.24285714,0.5480039,2.2564867,0.88041854,B,X,BX
7133959,34.0,0.24285714,0.5609785,2.3099113,0.8804347,B,X,BX
7104034,34.0,0.24285714,0.5070926,2.0880284,0.8804509,B,X,BX
1792196,34.0,0.24285714,0.8212241,3.381511,0.8804671,B,Y,BY
24SA050CB21,34.0,0.24285714,1.1497352,4.734204,0.8804833,B,Y,BY
7075481,34.0,0.24285714,0.6771866,2.7884154,0.88049954,B,X,BX
REU002,34.0,0.24285714,0.6877283,2.8318224,0.8805157,B,X,BX
3600531639600,34.0,0.24285714,0.6332675,2.607572,0.8805319,B,X,BX
5060451730135,34.0,0.24285714,0.9358674,3.8535717,0.8805481,B,Y,BY
8806358563110,34.0,0.24285714,0.6332675,2.607572,0.88056433,B,X,BX
7702018517466,34.0,0.24285714,0.8555483,3.522846,0.88058054,B,Y,BY
4059729420862,34.0,0.24285714,0.7083412,2.916699,0.8805967,B,X,BX
8320,34.0,0.24285714,0.5609785,2.3099113,0.8806129,B,X,BX
2894497,34.0,0.24285714,0.7083412,2.916699,0.8806291,B,X,BX
2012484,34.0,0.24285714,0.7283709,2.9991744,0.88064533,B,X,BX
7077545,34.0,0.24285714,0.6877283,2.8318224,0.88066155,B,X,BX
2015032,34.0,0.24285714,0.7668625,3.157669,0.8806777,B,X,BX
2015037,34.0,0.24285714,0.4625769,1.9047284,0.8806939,B,X,BX
7075523,34.0,0.24285714,0.7945084,3.271505,0.8807101,B,X,BX
A2003,34.0,0.24285714,0.6101236,2.5122736,0.88072634,B,X,BX
15009366,34.0,0.24285714,0.6332675,2.607572,0.88074255,B,X,BX
7136499,34.0,0.24285714,0.8385619,3.4529018,0.8807587,B,Y,BY
15009536,34.0,0.24285714,0.5609785,2.3099113,0.8807749,B,X,BX
018084810996,34.0,0.24285714,0.71842587,2.958224,0.8807911,B,X,BX
2708414,34.0,0.24285714,0.53471476,2.2017667,0.88080734,B,X,BX
2686826,34.0,0.24285714,0.58606637,2.4132144,0.88082355,B,X,BX
8032947863853,34.0,0.24285714,0.9281483,3.821787,0.8808397,B,Y,BY
6894337,34.0,0.24285714,1.5071601,6.205953,0.8808559,B,Y,BY
3600524079505,34.0,0.24285714,0.6771866,2.7884154,0.88087213,B,X,BX
6234187,34.0,0.24285714,0.8124165,3.3452444,0.88088834,B,Y,BY
80104576,34.0,0.24285714,0.65559494,2.6995087,0.88090456,B,X,BX
5060022300538,34.0,0.24285714,0.88041383,3.6252334,0.8809207,B,Y,BY
72239319932,34.0,0.24285714,0.5609785,2.3099113,0.8809369,B,X,BX
7227360000,34.0,0.24285714,0.57365954,2.3621275,0.88095313,B,X,BX
2014884,34.0,0.24285714,0.53471476,2.2017667,0.88096935,B,X,BX
5256264,34.0,0.24285714,0.98090714,4.0390296,0.88098556,B,Y,BY
FFDASCMAA50,34.0,0.24285714,0.6218032,2.5603662,0.8810017,B,X,BX
2680027,34.0,0.24285714,0.59821594,2.463242,0.8810179,B,X,BX
6875534,34.0,0.24285714,1.0985368,4.523387,0.88103414,B,Y,BY
7265603,34.0,0.24285714,0.6981108,2.874574,0.88105035,B,X,BX
3600531379254,34.0,0.24285714,0.47787642,1.9677265,0.88106656,B,X,BX
6386185,34.0,0.24285714,0.65559494,2.6995087,0.8810827,B,X,BX
5060288330607,34.0,0.24285714,0.7083412,2.916699,0.8810989,B,X,BX
7293563,34.0,0.24285714,0.738182,3.039573,0.88111514,B,X,BX
681619700279,34.0,0.24285714,0.5609785,2.3099113,0.88113135,B,X,BX
4059729422033,34.0,0.24285714,0.74786437,3.0794415,0.88114756,B,X,BX
3147755836274,34.0,0.24285714,0.7761872,3.196065,0.8811637,B,X,BX
KMU17816,34.0,0.24285714,0.71842587,2.958224,0.8811799,B,X,BX
3474637209407,34.0,0.24285714,0.738182,3.039573,0.88119614,B,X,BX
80082527,34.0,0.24285714,0.6877283,2.8318224,0.88121235,B,X,BX
4059729422477,34.0,0.24285714,0.5609785,2.3099113,0.88122857,B,X,BX
3616302022526,34.0,0.24285714,0.53471476,2.2017667,0.8812447,B,X,BX
2682660,34.0,0.24285714,0.6664782,2.744322,0.88126093,B,X,BX
2682670,34.0,0.24285714,0.71842587,2.958224,0.88127714,B,X,BX
2682164,34.0,0.24285714,0.6445279,2.6539385,0.88129336,B,X,BX
2014569,34.0,0.24285714,0.6101236,2.5122736,0.88130957,B,X,BX
3600531361433,34.0,0.24285714,0.7854012,3.234005,0.8813257,B,X,BX
3600542541510,34.0,0.24285714,0.58606637,2.4132144,0.88134193,B,X,BX
4059729466723,34.0,0.24285714,0.71842587,2.958224,0.88135815,B,X,BX
2023570,34.0,0.24285714,0.6664782,2.744322,0.88137436,B,X,BX
2015658,34.0,0.24285714,0.53471476,2.2017667,0.8813906,B,X,BX
7040956,34.0,0.24285714,0.47787642,1.9677265,0.8814067,B,X,BX
3600542452359,34.0,0.24285714,1.0098182,4.158075,0.88142294,B,Y,BY
gift-533,34.0,0.24285714,1.6397554,6.751934,0.88143915,B,Y,BY
BS839,34.0,0.24285714,0.57365954,2.3621275,0.88145536,B,X,BX
BOJ0021,34.0,0.24285714,0.738182,3.039573,0.8814716,B,X,BX
gift-585,34.0,0.24285714,1.0516956,4.330511,0.8814877,B,Y,BY
4059729466822,34.0,0.24285714,0.65559494,2.6995087,0.88150394,B,X,BX
CEL50210,34.0,0.24285714,0.6332675,2.607572,0.88152015,B,X,BX
7290011521769,34.0,0.24285714,0.6877283,2.8318224,0.88153636,B,X,BX
3600542512428,34.0,0.24285714,0.6664782,2.744322,0.8815526,B,X,BX
4251232283389,34.0,0.24285714,1.1744977,4.836167,0.88156873,B,Y,BY
3600542572781,34.0,0.24285714,1.0919682,4.4963393,0.88158494,B,Y,BY
6325589,34.0,0.24285714,0.5609785,2.3099113,0.88160115,B,X,BX
2015957,33.0,0.23571429,0.65272766,2.7691476,0.8816169,B,X,BX
3600542576635,33.0,0.23571429,0.7158103,3.036771,0.8816326,B,X,BX
800897184919,33.0,0.23571429,0.55762494,2.3656816,0.8816483,B,X,BX
4059729313522,33.0,0.23571429,1.4915142,6.327636,0.88166404,B,Y,BY
return-transport2,33.0,0.23571429,0.59507227,2.524549,0.8816798,B,X,BX
CO43013,33.0,0.23571429,0.55762494,2.3656816,0.8816955,B,X,BX
CO40310,33.0,0.23571429,0.5445705,2.3102992,0.88171124,B,X,BX
CO40302P17,33.0,0.23571429,0.68499553,2.9060416,0.8817269,B,X,BX
2015538,33.0,0.23571429,0.65272766,2.7691476,0.88174266,B,X,BX
3600542478359,33.0,0.23571429,0.57038057,2.4197962,0.8817584,B,X,BX
68870974,33.0,0.23571429,0.59507227,2.524549,0.8817741,B,X,BX
C6001,33.0,0.23571429,0.6744112,2.8611383,0.88178986,B,X,BX
3468080408692,33.0,0.23571429,0.6416112,2.721987,0.88180554,B,X,BX
1631402,33.0,0.23571429,0.65272766,2.7691476,0.8818213,B,X,BX
3600542528245,33.0,0.23571429,0.7644127,3.242963,0.881837,B,X,BX
gift-4,33.0,0.23571429,0.97161674,4.12201,0.88185275,B,Y,BY
4059729253613,33.0,0.23571429,0.78300947,3.3218584,0.8818685,B,Y,BY
6370619,33.0,0.23571429,0.6744112,2.8611383,0.8818842,B,X,BX
87133,33.0,0.23571429,0.8363222,3.5480335,0.8818999,B,Y,BY
3474637214739,33.0,0.23571429,0.59507227,2.524549,0.8819156,B,X,BX
4059729422231,33.0,0.23571429,0.7549426,3.2027867,0.88193136,B,X,BX
98948,33.0,0.23571429,0.6070416,2.5753279,0.8819471,B,X,BX
729238146594,33.0,0.23571429,0.7356367,3.120883,0.88196284,B,X,BX
6386383,33.0,0.23571429,0.5828572,2.4727275,0.8819785,B,X,BX
320087EV,33.0,0.23571429,0.65272766,2.7691476,0.88199425,B,X,BX
15008306,33.0,0.23571429,0.55762494,2.3656816,0.88201,B,X,BX
KMU16557,33.0,0.23571429,0.7356367,3.120883,0.8820257,B,X,BX
80081933,33.0,0.23571429,0.59507227,2.524549,0.88204145,B,X,BX
80080984,33.0,0.23571429,0.55762494,2.3656816,0.88205713,B,X,BX
95147,33.0,0.23571429,0.7549426,3.2027867,0.88207287,B,X,BX
3600531507725,33.0,0.23571429,0.5445705,2.3102992,0.8820886,B,X,BX
98322-07400-22,33.0,0.23571429,0.78300947,3.3218584,0.88210434,B,Y,BY
6036343,33.0,0.23571429,0.6070416,2.5753279,0.8821201,B,X,BX
7400515,33.0,0.23571429,0.97161674,4.12201,0.88213575,B,Y,BY
6828327,33.0,0.23571429,0.65272766,2.7691476,0.8821515,B,X,BX
FFDCHCMCA30,33.0,0.23571429,0.68499553,2.9060416,0.8821672,B,X,BX
4059729377647,33.0,0.23571429,0.70568824,2.9938288,0.88218296,B,X,BX
gift-436,33.0,0.23571429,1.043036,4.425001,0.8821987,B,Y,BY
gift-429,33.0,0.23571429,2.789009,11.83216,0.88221437,B,Z,BZ
REU034,33.0,0.23571429,0.5828572,2.4727275,0.8822301,B,X,BX
6810846,33.0,0.23571429,0.63029873,2.6739945,0.88224584,B,X,BX
80107590,33.0,0.23571429,0.7644127,3.242963,0.8822616,B,X,BX
3600531571726,33.0,0.23571429,0.6187794,2.6251247,0.8822773,B,X,BX
KMU16524,33.0,0.23571429,0.6954189,2.950262,0.88229305,B,X,BX
8001090877420,33.0,0.23571429,0.7356367,3.120883,0.8823087,B,X,BX
8410436171014,33.0,0.23571429,0.7549426,3.2027867,0.88232446,B,X,BX
8410436170659,33.0,0.23571429,0.97161674,4.12201,0.8823402,B,Y,BY
FFDELMBHN10,33.0,0.23571429,0.5445705,2.3102992,0.8823559,B,X,BX
7473009,33.0,0.23571429,0.93386114,3.9618351,0.88237166,B,Y,BY
SS04022000,33.0,0.23571429,0.663658,2.8155189,0.88238734,B,X,BX
5059883238357,33.0,0.23571429,0.9025202,3.8288734,0.8824031,B,Y,BY
3600531609771,33.0,0.23571429,0.5311954,2.2535563,0.8824188,B,X,BX
2012751,33.0,0.23571429,0.7158103,3.036771,0.88243455,B,X,BX
2012770,33.0,0.23571429,0.65272766,2.7691476,0.8824503,B,X,BX
6228486,33.0,0.23571429,0.6416112,2.721987,0.88246596,B,X,BX
E3142100,33.0,0.23571429,0.4585042,1.9451693,0.8824817,B,X,BX
7100024,33.0,0.23571429,0.70568824,2.9938288,0.88249743,B,X,BX
FBA6396945,33.0,0.23571429,1.594102,6.762857,0.88251317,B,Y,BY
6041822,33.0,0.23571429,0.59507227,2.524549,0.8825289,B,X,BX
8032947863648,33.0,0.23571429,0.7644127,3.242963,0.8825446,B,X,BX
7262865,33.0,0.23571429,0.6416112,2.721987,0.8825603,B,X,BX
4059729238092,33.0,0.23571429,0.96418387,4.090477,0.88257605,B,Y,BY
2570986,33.0,0.23571429,0.81893694,3.474278,0.8825918,B,Y,BY
KMU15320,33.0,0.23571429,0.7921441,3.3606114,0.8826075,B,Y,BY
8571053408,33.0,0.23571429,0.86174256,3.6558776,0.8826232,B,Y,BY
855-WFJM,33.0,0.23571429,0.55762494,2.3656816,0.88263893,B,X,BX
8571034950,33.0,0.23571429,0.8101045,3.436807,0.88265467,B,Y,BY
3600531579050,33.0,0.23571429,0.5311954,2.2535563,0.8826704,B,X,BX
A1247,33.0,0.23571429,0.6070416,2.5753279,0.88268614,B,X,BX
2012665,33.0,0.23571429,0.4585042,1.9451693,0.8827018,B,X,BX
6967497,33.0,0.23571429,0.89451337,3.7949052,0.88271755,B,Y,BY
8001841811925,33.0,0.23571429,0.97161674,4.12201,0.8827333,B,Y,BY
8001841964652,33.0,0.23571429,0.93386114,3.9618351,0.882749,B,Y,BY
037873EV,33.0,0.23571429,0.59507227,2.524549,0.88276476,B,X,BX
7296632,33.0,0.23571429,0.7549426,3.2027867,0.8827805,B,X,BX
3600524026615,33.0,0.23571429,0.6187794,2.6251247,0.88279617,B,X,BX
MS201335,33.0,0.23571429,0.5174747,2.1953473,0.8828119,B,X,BX
6632612,33.0,0.23571429,0.663658,2.8155189,0.88282764,B,X,BX
7079046,33.0,0.23571429,0.59507227,2.524549,0.8828434,B,X,BX
5056369114655,33.0,0.23571429,0.6070416,2.5753279,0.8828591,B,X,BX
2328613,33.0,0.23571429,0.81893694,3.474278,0.8828748,B,Y,BY
6261453,33.0,0.23571429,0.4888794,2.074034,0.8828905,B,X,BX
7407619,33.0,0.23571429,0.6954189,2.950262,0.88290626,B,X,BX
7135129,33.0,0.23571429,0.78300947,3.3218584,0.882922,B,Y,BY
3474637130381,33.0,0.23571429,0.6416112,2.721987,0.8829377,B,X,BX
7133967,33.0,0.23571429,0.5445705,2.3102992,0.8829534,B,X,BX
4059729220288,33.0,0.23571429,0.8533532,3.6202862,0.88296914,B,Y,BY
