sku,vol,mean,std,cv,cum_vol,abc,xyz,segment
PF016669,9.0,0.06428572,0.32210445,5.0105133,0.9684269,C,Y,CY
PF016690,9.0,0.06428572,0.34371465,5.346672,0.9684312,C,Y,CY
PF016711,9.0,0.06428572,0.3640443,5.662911,0.96843547,C,Y,CY
3253581760666,9.0,0.06428572,0.24614187,3.8288732,0.96843976,C,Y,CY
3253581754115,9.0,0.06428572,0.3832972,5.9624004,0.96844405,C,Y,CY
858380035323,9.0,0.06428572,0.2989361,4.650117,0.96844834,C,Y,CY
6337766,9.0,0.06428572,0.34371465,5.346672,0.96845263,C,Y,CY
6989749,9.0,0.06428572,0.27381435,4.259334,0.9684569,C,Y,CY
4059729430489,9.0,0.06428572,0.32210445,5.0105133,0.9684612,C,Y,CY
4059729422224,9.0,0.06428572,0.34371465,5.346672,0.9684655,C,Y,CY
81285-07400-09,9.0,0.06428572,0.32210445,5.0105133,0.9684698,C,Y,CY
3605533330326,9.0,0.06428572,0.34371465,5.346672,0.9684741,C,Y,CY
3605530741507,9.0,0.06428572,0.32210445,5.0105133,0.9684784,C,Y,CY
3700281704310,9.0,0.06428572,0.2989361,4.650117,0.9684827,C,Y,CY
3700281703214,9.0,0.06428572,0.24614187,3.8288732,0.96848696,C,Y,CY
681619802201,9.0,0.06428572,0.2989361,4.650117,0.96849126,C,Y,CY
7PWH1A0000,9.0,0.06428572,0.27381435,4.259334,0.96849555,C,Y,CY
7PWH2A0000,9.0,0.06428572,0.27381435,4.259334,0.96849984,C,Y,CY
CLM355,9.0,0.06428572,0.2989361,4.650117,0.96850413,C,Y,CY
7260783000,9.0,0.06428572,0.32210445,5.0105133,0.96850836,C,Y,CY
5605667001916,9.0,0.06428572,0.3832972,5.9624004,0.96851265,C,Y,CY
186605,9.0,0.06428572,0.27381435,4.259334,0.96851695,C,Y,CY
5605667010086,9.0,0.06428572,0.2989361,4.650117,0.96852124,C,Y,CY
CL272104057,9.0,0.06428572,0.2989361,4.650117,0.9685255,C,Y,CY
CL272104433,9.0,0.06428572,0.34371465,5.346672,0.9685298,C,Y,CY
7261511,9.0,0.06428572,0.32210445,5.0105133,0.9685341,C,Y,CY
7119446,9.0,0.06428572,0.27381435,4.259334,0.9685384,C,Y,CY
180908,9.0,0.06428572,0.24614187,3.8288732,0.9685427,C,Y,CY
180911,9.0,0.06428572,0.24614187,3.8288732,0.968547,C,Y,CY
7119578,9.0,0.06428572,0.32210445,5.0105133,0.9685513,C,Y,CY
CLG401,9.0,0.06428572,0.2989361,4.650117,0.96855557,C,Y,CY
81380-06601-25,9.0,0.06428572,0.24614187,3.8288732,0.96855986,C,Y,CY
3600522943419,9.0,0.06428572,0.41915837,6.520241,0.96856415,C,Y,CY
768614155799,9.0,0.06428572,0.24614187,3.8288732,0.96856844,C,Y,CY
3600523500222,9.0,0.06428572,0.27381435,4.259334,0.96857274,C,Y,CY
SWMFG47806,9.0,0.06428572,0.27381435,4.259334,0.968577,C,Y,CY
768614178798,9.0,0.06428572,0.27381435,4.259334,0.9685813,C,Y,CY
3346470435636,9.0,0.06428572,0.27381435,4.259334,0.9685856,C,Y,CY
8571039652,9.0,0.06428572,0.27381435,4.259334,0.96858984,C,Y,CY
PF016891,9.0,0.06428572,0.34371465,5.346672,0.96859413,C,Y,CY
PF016892,9.0,0.06428572,0.40162826,6.2475505,0.9685984,C,Y,CY
6353862,9.0,0.06428572,0.34371465,5.346672,0.9686027,C,Y,CY
CO303340,9.0,0.06428572,0.24614187,3.8288732,0.968607,C,Y,CY
CO303360,9.0,0.06428572,0.24614187,3.8288732,0.9686113,C,Y,CY
3700281702378,9.0,0.06428572,0.24614187,3.8288732,0.9686156,C,Y,CY
6805473,9.0,0.06428572,0.2989361,4.650117,0.9686199,C,Y,CY
681619816796,9.0,0.06428572,0.27381435,4.259334,0.9686242,C,Y,CY
6917195,9.0,0.06428572,0.24614187,3.8288732,0.96862847,C,Y,CY
800897108083,9.0,0.06428572,0.40162826,6.2475505,0.96863276,C,Y,CY
800897108113,9.0,0.06428572,0.32210445,5.0105133,0.96863705,C,Y,CY
6353896,9.0,0.06428572,0.24614187,3.8288732,0.96864134,C,Y,CY
4059729421524,9.0,0.06428572,0.32210445,5.0105133,0.96864563,C,Y,CY
855-P6RJ0,9.0,0.06428572,0.24614187,3.8288732,0.9686499,C,Y,CY
855-P9YJ,9.0,0.06428572,0.24614187,3.8288732,0.9686542,C,Y,CY
854816000460,9.0,0.06428572,0.2989361,4.650117,0.9686585,C,Y,CY
PF018934,9.0,0.06428572,0.34371465,5.346672,0.9686628,C,Y,CY
PF019472,9.0,0.06428572,0.27381435,4.259334,0.9686671,C,Y,CY
2015935,9.0,0.06428572,0.27381435,4.259334,0.9686713,C,Y,CY
2015937,9.0,0.06428572,0.27381435,4.259334,0.9686756,C,Y,CY
5605667007772,9.0,0.06428572,0.40162826,6.2475505,0.9686799,C,Y,CY
5605667007901,9.0,0.06428572,0.34371465,5.346672,0.9686842,C,Y,CY
5601036306750,9.0,0.06428572,0.56531286,8.793756,0.9686885,C,Z,CZ
185331,9.0,0.06428572,0.2989361,4.650117,0.9686928,C,Y,CY
ELDE4P01000000000,9.0,0.06428572,0.34371465,5.346672,0.9686971,C,Y,CY
7121962,9.0,0.06428572,0.40162826,6.2475505,0.96870136,C,Y,CY
4059729420299,9.0,0.06428572,0.27381435,4.259334,0.96870565,C,Y,CY
7552000,9.0,0.06428572,0.4359842,6.7819757,0.96870995,C,Z,CZ
7552018,9.0,0.06428572,0.41915837,6.520241,0.96871424,C,Y,CY
SS01016200,9.0,0.06428572,0.32210445,5.0105133,0.9687185,C,Y,CY
814924010997,9.0,0.06428572,0.34371465,5.346672,0.9687228,C,Y,CY
814924011246,9.0,0.06428572,0.2989361,4.650117,0.9687271,C,Y,CY
814924011284,9.0,0.06428572,0.34371465,5.346672,0.9687314,C,Y,CY
3600522839149,9.0,0.06428572,0.27381435,4.259334,0.9687357,C,Y,CY
4059729419576,9.0,0.06428572,0.34371465,5.346672,0.96874,C,Y,CY
11860,9.0,0.06428572,0.27381435,4.259334,0.9687443,C,Y,CY
5601036300185,9.0,0.06428572,0.49763057,7.7409196,0.96874857,C,Z,CZ
2015905,9.0,0.06428572,0.24614187,3.8288732,0.9687528,C,Y,CY
800897120603,9.0,0.06428572,0.32210445,5.0105133,0.9687571,C,Y,CY
800897123284,9.0,0.06428572,0.24614187,3.8288732,0.9687614,C,Y,CY
8001090596666,9.0,0.06428572,0.2989361,4.650117,0.9687657,C,Y,CY
gift-426,9.0,0.06428572,0.6141112,9.55284,0.96876997,C,Z,CZ
gift-328,9.0,0.06428572,0.6022824,9.368837,0.96877426,C,Z,CZ
3605972810045,9.0,0.06428572,0.2989361,4.650117,0.96877855,C,Y,CY
5060472671349,9.0,0.06428572,0.3832972,5.9624004,0.96878284,C,Y,CY
CP512,9.0,0.06428572,0.3640443,5.662911,0.96878713,C,Y,CY
5600257928222,9.0,0.06428572,0.27381435,4.259334,0.9687914,C,Y,CY
187011,9.0,0.06428572,0.24614187,3.8288732,0.9687957,C,Y,CY
187016,9.0,0.06428572,0.27381435,4.259334,0.9688,C,Y,CY
187017,9.0,0.06428572,0.27381435,4.259334,0.9688043,C,Y,CY
CP520,9.0,0.06428572,0.34371465,5.346672,0.9688086,C,Y,CY
CP531,9.0,0.06428572,0.4359842,6.7819757,0.9688129,C,Z,CZ
COX0014,9.0,0.06428572,0.27381435,4.259334,0.9688172,C,Y,CY
5605667000032,9.0,0.06428572,0.3832972,5.9624004,0.96882147,C,Y,CY
ELDCL901000000000,9.0,0.06428572,0.27381435,4.259334,0.96882576,C,Y,CY
ELDE2701000000000,9.0,0.06428572,0.32210445,5.0105133,0.96883005,C,Y,CY
4059729389886,9.0,0.06428572,0.27381435,4.259334,0.9688343,C,Y,CY
850989007763,9.0,0.06428572,0.34371465,5.346672,0.9688386,C,Y,CY
4059729410504,9.0,0.06428572,0.27381435,4.259334,0.96884286,C,Y,CY
4059729404251,9.0,0.06428572,0.32210445,5.0105133,0.96884716,C,Y,CY
4059729378743,9.0,0.06428572,0.32210445,5.0105133,0.96885145,C,Y,CY
PF020610,9.0,0.06428572,0.24614187,3.8288732,0.96885574,C,Y,CY
PF020904,9.0,0.06428572,0.34371465,5.346672,0.96886003,C,Y,CY
6364505,9.0,0.06428572,0.27381435,4.259334,0.9688643,C,Y,CY
4059729380210,9.0,0.06428572,0.27381435,4.259334,0.9688686,C,Y,CY
4059729387288,9.0,0.06428572,0.24614187,3.8288732,0.9688729,C,Y,CY
4059729387332,9.0,0.06428572,0.3640443,5.662911,0.9688772,C,Y,CY
ELD8A401000000000,9.0,0.06428572,0.27381435,4.259334,0.9688815,C,Y,CY
560074387726,9.0,0.06428572,0.3640443,5.662911,0.9688858,C,Y,CY
5060472671332,9.0,0.06428572,0.4678239,7.2772603,0.9688901,C,Z,CZ
800897108342,9.0,0.06428572,0.4359842,6.7819757,0.96889436,C,Z,CZ
8001090421258,9.0,0.06428572,0.32210445,5.0105133,0.96889865,C,Y,CY
3605972653208,9.0,0.06428572,0.27381435,4.259334,0.96890295,C,Y,CY
3607,9.0,0.06428572,0.27381435,4.259334,0.96890724,C,Y,CY
80088221,9.0,0.06428572,0.4359842,6.7819757,0.9689115,C,Z,CZ
3605972789716,9.0,0.06428572,0.2989361,4.650117,0.96891576,C,Y,CY
685428027824,9.0,0.06428572,0.2989361,4.650117,0.96892005,C,Y,CY
685428029668,9.0,0.06428572,0.40162826,6.2475505,0.96892434,C,Y,CY
gift-419,9.0,0.06428572,0.2989361,4.650117,0.96892864,C,Y,CY
CPY17389,9.0,0.06428572,0.40162826,6.2475505,0.9689329,C,Y,CY
7255967000,9.0,0.06428572,0.27381435,4.259334,0.9689372,C,Y,CY
CPY00659,9.0,0.06428572,0.27381435,4.259334,0.9689415,C,Y,CY
CPY00372,9.0,0.06428572,0.4678239,7.2772603,0.9689458,C,Z,CZ
CP604,9.0,0.06428572,0.40162826,6.2475505,0.9689501,C,Y,CY
CP615,9.0,0.06428572,0.24614187,3.8288732,0.9689544,C,Y,CY
2015863,9.0,0.06428572,0.27381435,4.259334,0.9689587,C,Y,CY
7126334,9.0,0.06428572,0.6022824,9.368837,0.96896297,C,Z,CZ
PF020604,9.0,0.06428572,0.24614187,3.8288732,0.96896726,C,Y,CY
560074387711,9.0,0.06428572,0.34371465,5.346672,0.96897155,C,Y,CY
7126292,9.0,0.06428572,0.27381435,4.259334,0.96897584,C,Y,CY
3554DE,9.0,0.06428572,0.27381435,4.259334,0.96898013,C,Y,CY
3559DE,9.0,0.06428572,0.24614187,3.8288732,0.9689844,C,Y,CY
3574661531618,9.0,0.06428572,0.34371465,5.346672,0.9689887,C,Y,CY
SW10916,9.0,0.06428572,0.24614187,3.8288732,0.968993,C,Y,CY
SNP010,9.0,0.06428572,0.2989361,4.650117,0.96899724,C,Y,CY
1001-03141,9.0,0.06428572,0.24614187,3.8288732,0.96900153,C,Y,CY
4059729004949,9.0,0.06428572,0.24614187,3.8288732,0.9690058,C,Y,CY
3587,9.0,0.06428572,0.24614187,3.8288732,0.9690101,C,Y,CY
7478990,9.0,0.06428572,0.27381435,4.259334,0.9690144,C,Y,CY
5256502,9.0,0.06428572,0.32210445,5.0105133,0.9690187,C,Y,CY
ELD30801000000000,9.0,0.06428572,0.27381435,4.259334,0.969023,C,Y,CY
800897004002,9.0,0.06428572,0.27381435,4.259334,0.9690273,C,Y,CY
3605972780072,9.0,0.06428572,0.27381435,4.259334,0.9690316,C,Y,CY
800897004149,9.0,0.06428572,0.27381435,4.259334,0.96903586,C,Y,CY
6982322,9.0,0.06428572,0.5257501,8.178334,0.96904016,C,Z,CZ
8445098305354,9.0,0.06428572,0.3640443,5.662911,0.96904445,C,Y,CY
7481077,9.0,0.06428572,0.27381435,4.259334,0.96904874,C,Y,CY
7481127,9.0,0.06428572,0.2989361,4.650117,0.96905303,C,Y,CY
4059729349248,9.0,0.06428572,0.32210445,5.0105133,0.9690573,C,Y,CY
6982207,9.0,0.06428572,0.2989361,4.650117,0.9690616,C,Y,CY
3346470612228,9.0,0.06428572,0.24614187,3.8288732,0.9690659,C,Y,CY
CPY18475,9.0,0.06428572,0.24614187,3.8288732,0.9690702,C,Y,CY
2015819,9.0,0.06428572,0.24614187,3.8288732,0.9690745,C,Y,CY
2015820,9.0,0.06428572,0.24614187,3.8288732,0.9690787,C,Y,CY
ELD06201000000000,9.0,0.06428572,0.27381435,4.259334,0.969083,C,Y,CY
5391521780454,9.0,0.06428572,0.27381435,4.259334,0.9690873,C,Y,CY
7127126,9.0,0.06428572,0.41915837,6.520241,0.9690916,C,Y,CY
7127159,9.0,0.06428572,0.2989361,4.650117,0.9690959,C,Y,CY
CPY18306,9.0,0.06428572,0.2989361,4.650117,0.9691002,C,Y,CY
CPY18416,9.0,0.06428572,0.2989361,4.650117,0.96910447,C,Y,CY
SKN0100,9.0,0.06428572,0.27381435,4.259334,0.96910876,C,Y,CY
3552DE,9.0,0.06428572,0.32210445,5.0105133,0.96911305,C,Y,CY
3553DE,9.0,0.06428572,0.27381435,4.259334,0.96911734,C,Y,CY
7484204,9.0,0.06428572,0.45218438,7.033979,0.96912163,C,Z,CZ
4059729312228,9.0,0.06428572,0.45218438,7.033979,0.9691259,C,Z,CZ
8436559341479,9.0,0.06428572,0.27381435,4.259334,0.9691302,C,Y,CY
gift-452,9.0,0.06428572,0.76063883,11.832159,0.9691345,C,Z,CZ
018084031070,9.0,0.06428572,0.27381435,4.259334,0.9691388,C,Y,CY
018084031094,9.0,0.06428572,0.2989361,4.650117,0.9691431,C,Y,CY
gift-461,9.0,0.06428572,0.3640443,5.662911,0.9691474,C,Y,CY
8001841659121,9.0,0.06428572,0.45218438,7.033979,0.9691517,C,Z,CZ
80083072,9.0,0.06428572,0.2989361,4.650117,0.96915597,C,Y,CY
80083073,9.0,0.06428572,0.27381435,4.259334,0.9691602,C,Y,CY
7255961000,9.0,0.06428572,0.24614187,3.8288732,0.9691645,C,Y,CY
3346470440753,9.0,0.06428572,0.24614187,3.8288732,0.9691688,C,Y,CY
PF021852,9.0,0.06428572,0.32210445,5.0105133,0.9691731,C,Y,CY
4059729313386,9.0,0.06428572,0.2989361,4.650117,0.96917737,C,Y,CY
1167,9.0,0.06428572,0.2989361,4.650117,0.96918166,C,Y,CY
34357,9.0,0.06428572,0.2989361,4.650117,0.96918595,C,Y,CY
4059729302953,9.0,0.06428572,0.27381435,4.259334,0.96919024,C,Y,CY
6977405,9.0,0.06428572,0.40162826,6.2475505,0.96919453,C,Y,CY
11545,9.0,0.06428572,0.27381435,4.259334,0.9691988,C,Y,CY
5256484,9.0,0.06428572,0.24614187,3.8288732,0.9692031,C,Y,CY
7253989,9.0,0.06428572,0.27381435,4.259334,0.9692074,C,Y,CY
5060616950149,9.0,0.06428572,0.32210445,5.0105133,0.9692117,C,Y,CY
7128249,9.0,0.06428572,0.3832972,5.9624004,0.969216,C,Y,CY
5256478,9.0,0.06428572,0.27381435,4.259334,0.9692203,C,Y,CY
8436568714240,9.0,0.06428572,0.32210445,5.0105133,0.9692246,C,Y,CY
830-749K11,9.0,0.06428572,0.24614187,3.8288732,0.96922886,C,Y,CY
824644000314,9.0,0.06428572,0.27381435,4.259334,0.96923316,C,Y,CY
8283,9.0,0.06428572,0.2989361,4.650117,0.96923745,C,Y,CY
SKN0074,9.0,0.06428572,0.2989361,4.650117,0.9692417,C,Y,CY
6906354,9.0,0.06428572,0.2989361,4.650117,0.969246,C,Y,CY
3614225562518,9.0,0.06428572,0.27381435,4.259334,0.96925026,C,Y,CY
3614226761668,9.0,0.06428572,0.34371465,5.346672,0.96925455,C,Y,CY
PF026824,9.0,0.06428572,0.34371465,5.346672,0.96925884,C,Y,CY
7488379,9.0,0.06428572,0.32210445,5.0105133,0.96926314,C,Y,CY
75371002588,9.0,0.06428572,0.2989361,4.650117,0.9692674,C,Y,CY
10071,9.0,0.06428572,0.24614187,3.8288732,0.9692717,C,Y,CY
7538827,9.0,0.06428572,0.41915837,6.520241,0.969276,C,Y,CY
830-667H,9.0,0.06428572,0.24614187,3.8288732,0.9692803,C,Y,CY
3450870020252,9.0,0.06428572,0.24614187,3.8288732,0.9692846,C,Y,CY
34364,9.0,0.06428572,0.24614187,3.8288732,0.9692889,C,Y,CY
CWOC000004836,9.0,0.06428572,0.40162826,6.2475505,0.9692932,C,Y,CY
2015720,9.0,0.06428572,0.2989361,4.650117,0.96929747,C,Y,CY
EC1156,9.0,0.06428572,0.5257501,8.178334,0.96930176,C,Z,CZ
2015745,9.0,0.06428572,0.27381435,4.259334,0.96930605,C,Y,CY
7253732,9.0,0.06428572,0.34371465,5.346672,0.96931034,C,Y,CY
7251934,9.0,0.06428572,0.40162826,6.2475505,0.96931463,C,Y,CY
7249532000,9.0,0.06428572,0.5257501,8.178334,0.9693189,C,Z,CZ
5065006731018,9.0,0.06428572,0.27381435,4.259334,0.96932316,C,Y,CY
3442,9.0,0.06428572,0.2989361,4.650117,0.96932745,C,Y,CY
7488437,9.0,0.06428572,0.27381435,4.259334,0.96933174,C,Y,CY
7488460,9.0,0.06428572,0.3640443,5.662911,0.96933603,C,Y,CY
64110FB,9.0,0.06428572,0.3832972,5.9624004,0.9693403,C,Y,CY
1113762,9.0,0.06428572,0.32210445,5.0105133,0.9693446,C,Y,CY
PMBW500ML,9.0,0.06428572,0.24614187,3.8288732,0.9693489,C,Y,CY
3468080082311,9.0,0.06428572,0.2989361,4.650117,0.9693532,C,Y,CY
3468080082724,9.0,0.06428572,0.27381435,4.259334,0.9693575,C,Y,CY
3468080083073,9.0,0.06428572,0.34371465,5.346672,0.9693618,C,Y,CY
7491522,9.0,0.06428572,0.34371465,5.346672,0.9693661,C,Y,CY
7491555,9.0,0.06428572,0.27381435,4.259334,0.96937037,C,Y,CY
5065006731025,9.0,0.06428572,0.2989361,4.650117,0.96937466,C,Y,CY
3614225092404,9.0,0.06428572,0.27381435,4.259334,0.96937895,C,Y,CY
830-ZHAM,9.0,0.06428572,0.24614187,3.8288732,0.96938324,C,Y,CY
4059729023742,9.0,0.06428572,0.34371465,5.346672,0.96938753,C,Y,CY
SKN0038,9.0,0.06428572,0.2989361,4.650117,0.9693918,C,Y,CY
6968107,9.0,0.06428572,0.32210445,5.0105133,0.9693961,C,Y,CY
101005107,9.0,0.06428572,0.2989361,4.650117,0.9694004,C,Y,CY
SKN0005,9.0,0.06428572,0.24614187,3.8288732,0.96940464,C,Y,CY
4059729023780,9.0,0.06428572,0.2989361,4.650117,0.9694089,C,Y,CY
830-76X1,9.0,0.06428572,0.34371465,5.346672,0.9694132,C,Y,CY
187815,9.0,0.06428572,0.24614187,3.8288732,0.9694175,C,Y,CY
187427,9.0,0.06428572,0.27381435,4.259334,0.9694218,C,Y,CY
EB333,9.0,0.06428572,0.2989361,4.650117,0.9694261,C,Y,CY
EB750,9.0,0.06428572,0.24614187,3.8288732,0.9694304,C,Y,CY
EB828,9.0,0.06428572,0.40162826,6.2475505,0.9694347,C,Y,CY
EB910,9.0,0.06428572,0.32210445,5.0105133,0.96943897,C,Y,CY
5256456,9.0,0.06428572,0.2989361,4.650117,0.96944326,C,Y,CY
5256395,9.0,0.06428572,0.32210445,5.0105133,0.96944755,C,Y,CY
POD194,9.0,0.06428572,0.24614187,3.8288732,0.96945184,C,Y,CY
8429979469991,9.0,0.06428572,0.27381435,4.259334,0.96945614,C,Y,CY
8435415062213,9.0,0.06428572,0.2989361,4.650117,0.9694604,C,Y,CY
8435534400040,9.0,0.06428572,0.32210445,5.0105133,0.9694647,C,Y,CY
3473311540706,9.0,0.06428572,0.27381435,4.259334,0.969469,C,Y,CY
4059729275233,9.0,0.06428572,0.76063883,11.832159,0.9694733,C,Z,CZ
8426420081238,9.0,0.06428572,0.27381435,4.259334,0.9694776,C,Y,CY
80068056,9.0,0.06428572,0.27381435,4.259334,0.9694819,C,Y,CY
7247890,9.0,0.06428572,0.27381435,4.259334,0.9694861,C,Y,CY
5201062007944,9.0,0.06428572,0.2989361,4.650117,0.9694904,C,Y,CY
7136614,9.0,0.06428572,0.27381435,4.259334,0.9694947,C,Y,CY
716170027456,9.0,0.06428572,0.24614187,3.8288732,0.969499,C,Y,CY
EA390085,9.0,0.06428572,0.27381435,4.259334,0.9695033,C,Y,CY
DMJFG584212,9.0,0.06428572,0.24614187,3.8288732,0.9695076,C,Y,CY
5200142100063,9.0,0.06428572,0.2989361,4.650117,0.96951187,C,Y,CY
4059729020918,9.0,0.06428572,0.3832972,5.9624004,0.96951616,C,Y,CY
PU0022,9.0,0.06428572,0.24614187,3.8288732,0.96952045,C,Y,CY
1089272,9.0,0.06428572,0.24614187,3.8288732,0.96952474,C,Y,CY
7500421,9.0,0.06428572,0.32210445,5.0105133,0.96952903,C,Y,CY
8412122099336,9.0,0.06428572,0.27381435,4.259334,0.9695333,C,Y,CY
3473311807250,9.0,0.06428572,0.27381435,4.259334,0.9695376,C,Y,CY
PU0028,9.0,0.06428572,0.2989361,4.650117,0.9695419,C,Y,CY
PU0030,9.0,0.06428572,0.24614187,3.8288732,0.9695462,C,Y,CY
7221900000,9.0,0.06428572,0.32210445,5.0105133,0.9695505,C,Y,CY
8001841843926,9.0,0.06428572,0.27381435,4.259334,0.9695548,C,Y,CY
80071909,9.0,0.06428572,0.24614187,3.8288732,0.9695591,C,Y,CY
018084014462,9.0,0.06428572,0.2989361,4.650117,0.96956336,C,Y,CY
80079894,9.0,0.06428572,0.24614187,3.8288732,0.9695676,C,Y,CY
3616301295426,9.0,0.06428572,0.32210445,5.0105133,0.9695719,C,Y,CY
8001841989952-ne,9.0,0.06428572,0.4678239,7.2772603,0.9695762,C,Z,CZ
3468080155022,9.0,0.06428572,0.27381435,4.259334,0.9695805,C,Y,CY
3468080410558,9.0,0.06428572,0.27381435,4.259334,0.96958476,C,Y,CY
7535955,9.0,0.06428572,0.2989361,4.650117,0.96958905,C,Y,CY
3499DE,9.0,0.06428572,0.40162826,6.2475505,0.96959335,C,Y,CY
840216930414,9.0,0.06428572,0.24614187,3.8288732,0.96959764,C,Y,CY
65114323,9.0,0.06428572,0.27381435,4.259334,0.9696019,C,Y,CY
SK1018,9.0,0.06428572,0.2989361,4.650117,0.9696062,C,Y,CY
SK1602,9.0,0.06428572,0.27381435,4.259334,0.9696105,C,Y,CY
SK1603,9.0,0.06428572,0.3640443,5.662911,0.9696148,C,Y,CY
2015374,9.0,0.06428572,0.24614187,3.8288732,0.9696191,C,Y,CY
DVFG48236,9.0,0.06428572,0.24614187,3.8288732,0.9696234,C,Y,CY
7247031,9.0,0.06428572,0.2989361,4.650117,0.9696277,C,Y,CY
DRJ0001-1,9.0,0.06428572,0.27381435,4.259334,0.96963197,C,Y,CY
DRJ0002,9.0,0.06428572,0.2989361,4.650117,0.96963626,C,Y,CY
DRJ0002-1,9.0,0.06428572,0.27381435,4.259334,0.96964055,C,Y,CY
2015433,9.0,0.06428572,0.27381435,4.259334,0.96964484,C,Y,CY
5201580132531,9.0,0.06428572,0.24614187,3.8288732,0.9696491,C,Y,CY
6479824,9.0,0.06428572,0.27381435,4.259334,0.96965337,C,Y,CY
8002410065503,9.0,0.06428572,0.27381435,4.259334,0.96965766,C,Y,CY
8006540445884,9.0,0.06428572,0.24614187,3.8288732,0.96966195,C,Y,CY
8006540445914,9.0,0.06428572,0.34371465,5.346672,0.96966624,C,Y,CY
6874024,9.0,0.06428572,0.32210445,5.0105133,0.96967053,C,Y,CY
6867929,9.0,0.06428572,0.27381435,4.259334,0.9696748,C,Y,CY
3614271437952,9.0,0.06428572,0.24614187,3.8288732,0.9696791,C,Y,CY
3614271640055,9.0,0.06428572,0.2989361,4.650117,0.9696834,C,Y,CY
3614272022942,9.0,0.06428572,0.32210445,5.0105133,0.9696877,C,Y,CY
2015243,9.0,0.06428572,0.2989361,4.650117,0.969692,C,Y,CY
E4060100,9.0,0.06428572,0.40162826,6.2475505,0.9696963,C,Y,CY
E4201300,9.0,0.06428572,0.32210445,5.0105133,0.9697006,C,Y,CY
72239325742,9.0,0.06428572,0.24614187,3.8288732,0.96970487,C,Y,CY
EA245BC,9.0,0.06428572,0.27381435,4.259334,0.96970916,C,Y,CY
1G5Y010000,9.0,0.06428572,0.24614187,3.8288732,0.96971345,C,Y,CY
1G5Y020000,9.0,0.06428572,0.24614187,3.8288732,0.96971774,C,Y,CY
7499483,9.0,0.06428572,0.3640443,5.662911,0.96972203,C,Y,CY
5256280,9.0,0.06428572,0.34371465,5.346672,0.9697263,C,Y,CY
2015169,9.0,0.06428572,0.24614187,3.8288732,0.96973056,C,Y,CY
4059729242822,9.0,0.06428572,0.53926027,8.388493,0.96973485,C,Z,CZ
3473311923004,9.0,0.06428572,0.24614187,3.8288732,0.96973914,C,Y,CY
3473311930002,9.0,0.06428572,0.27381435,4.259334,0.96974343,C,Y,CY
3473311985606,9.0,0.06428572,0.27381435,4.259334,0.9697477,C,Y,CY
4059729251305,9.0,0.06428572,0.24614187,3.8288732,0.969752,C,Y,CY
8412122031213,9.0,0.06428572,0.27381435,4.259334,0.9697563,C,Y,CY
4059729246202,9.0,0.06428572,0.3640443,5.662911,0.9697606,C,Y,CY
8411300041686,9.0,0.06428572,0.3640443,5.662911,0.9697649,C,Y,CY
4059729216328,9.0,0.06428572,0.32210445,5.0105133,0.9697692,C,Y,CY
RLB0001,9.0,0.06428572,0.2989361,4.650117,0.9697735,C,Y,CY
2015129,9.0,0.06428572,0.27381435,4.259334,0.96977776,C,Y,CY
8006540748244,9.0,0.06428572,0.2989361,4.650117,0.96978205,C,Y,CY
8006540756386,9.0,0.06428572,0.27381435,4.259334,0.96978635,C,Y,CY
8006540876084,9.0,0.06428572,0.32210445,5.0105133,0.96979064,C,Y,CY
80033512,9.0,0.06428572,0.27381435,4.259334,0.9697949,C,Y,CY
80037370,9.0,0.06428572,0.2989361,4.650117,0.9697992,C,Y,CY
E1742101,9.0,0.06428572,0.34371465,5.346672,0.9698035,C,Y,CY
4059729203298,9.0,0.06428572,0.34371465,5.346672,0.9698078,C,Y,CY
4059729195388,9.0,0.06428572,0.27381435,4.259334,0.96981204,C,Y,CY
3474637156596,9.0,0.06428572,0.24614187,3.8288732,0.9698163,C,Y,CY
SK5029,9.0,0.06428572,0.2989361,4.650117,0.9698206,C,Y,CY
SH272104787,9.0,0.06428572,0.32210445,5.0105133,0.9698249,C,Y,CY
SHAKE_0032,9.0,0.06428572,0.27381435,4.259334,0.9698292,C,Y,CY
3474637214753,9.0,0.06428572,0.2989361,4.650117,0.9698335,C,Y,CY
E1899821,9.0,0.06428572,0.34371465,5.346672,0.9698378,C,Y,CY
E1900721,9.0,0.06428572,0.34371465,5.346672,0.9698421,C,Y,CY
E1526621,9.0,0.06428572,0.34371465,5.346672,0.96984637,C,Y,CY
E1553421,9.0,0.06428572,0.2989361,4.650117,0.96985066,C,Y,CY
20013280,9.0,0.06428572,0.3832972,5.9624004,0.96985495,C,Y,CY
5256277,9.0,0.06428572,0.34371465,5.346672,0.96985924,C,Y,CY
E3593300,9.0,0.06428572,0.4359842,6.7819757,0.96986353,C,Z,CZ
E3593600,9.0,0.06428572,0.40162826,6.2475505,0.9698678,C,Y,CY
3474637208066,9.0,0.06428572,0.32210445,5.0105133,0.9698721,C,Y,CY
3474637208257,9.0,0.06428572,0.2989361,4.650117,0.9698764,C,Y,CY
4059729052988,9.0,0.06428572,0.24614187,3.8288732,0.9698807,C,Y,CY
3474634001448,9.0,0.06428572,0.2989361,4.650117,0.969885,C,Y,CY
8410436427753,9.0,0.06428572,0.27381435,4.259334,0.9698893,C,Y,CY
3474636975273,9.0,0.06428572,0.27381435,4.259334,0.9698935,C,Y,CY
